// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 1.62s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 11.96s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 2.22s and exited with 0
// start dotnet publish -c Release  --no-build --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd
// command took 1.09s and exited with 0
// ***** Done, took 00:00:17 (17.25 sec)   *****
// Found 6 benchmarks:
//   DictionaryPerf.DeserializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.DeserializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.DeserializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
//   DictionaryPerf.SerializeIReadOnlyDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: DictionaryPerf.DeserializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\repos\corefx\artifacts\bin\runtime\9f02e737-4657-4516-a212-5d3e6b9c90d3\CoreRun.exe "63adafb0-baa2-447d-a36d-1fee4f1cc4bd.dll" --benchmarkName "SerializerDictSupport.DictionaryPerf.DeserializeDict" --job "Runtime=Core, Toolchain=CoreRun" --benchmarkId 0 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd\bin\Release\netcoreapp3.0\publish
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Job-ARKSIY(Runtime=Core)

WorkloadActual   5: 1048576 op, 727087400.00 ns, 693.4046 ns/op
WorkloadActual   6: 1048576 op, 792368600.00 ns, 755.6616 ns/op
WorkloadActual   7: 1048576 op, 724887200.00 ns, 691.3063 ns/op
WorkloadActual   8: 1048576 op, 759822800.00 ns, 724.6235 ns/op
WorkloadActual   9: 1048576 op, 780003300.00 ns, 743.8691 ns/op
WorkloadActual  10: 1048576 op, 747407000.00 ns, 712.7829 ns/op
WorkloadActual  11: 1048576 op, 744997300.00 ns, 710.4848 ns/op
WorkloadActual  12: 1048576 op, 738295500.00 ns, 704.0935 ns/op
WorkloadActual  13: 1048576 op, 743435700.00 ns, 708.9955 ns/op
WorkloadActual  14: 1048576 op, 951588000.00 ns, 907.5050 ns/op
WorkloadActual  15: 1048576 op, 735348000.00 ns, 701.2825 ns/op
WorkloadActual  16: 1048576 op, 732666900.00 ns, 698.7256 ns/op
WorkloadActual  17: 1048576 op, 720144900.00 ns, 686.7837 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 734900400.00 ns, 700.8556 ns/op
WorkloadResult   2: 1048576 op, 717970500.00 ns, 684.7100 ns/op
WorkloadResult   3: 1048576 op, 723000800.00 ns, 689.5073 ns/op
WorkloadResult   4: 1048576 op, 711373000.00 ns, 678.4182 ns/op
WorkloadResult   5: 1048576 op, 723151800.00 ns, 689.6513 ns/op
WorkloadResult   6: 1048576 op, 788433000.00 ns, 751.9083 ns/op
WorkloadResult   7: 1048576 op, 720951600.00 ns, 687.5530 ns/op
WorkloadResult   8: 1048576 op, 755887200.00 ns, 720.8702 ns/op
WorkloadResult   9: 1048576 op, 776067700.00 ns, 740.1158 ns/op
WorkloadResult  10: 1048576 op, 743471400.00 ns, 709.0296 ns/op
WorkloadResult  11: 1048576 op, 741061700.00 ns, 706.7315 ns/op
WorkloadResult  12: 1048576 op, 734359900.00 ns, 700.3402 ns/op
WorkloadResult  13: 1048576 op, 739500100.00 ns, 705.2423 ns/op
WorkloadResult  14: 1048576 op, 731412400.00 ns, 697.5292 ns/op
WorkloadResult  15: 1048576 op, 728731300.00 ns, 694.9723 ns/op
WorkloadResult  16: 1048576 op, 716209300.00 ns, 683.0304 ns/op
GC:  104 0 0 436207616 1048576

// AfterAll

Mean = 702.5291 ns, StdErr = 5.0758 ns (0.72%); N = 16, StdDev = 20.3030 ns
Min = 678.4182 ns, Q1 = 688.5302 ns, Median = 698.9347 ns, Q3 = 707.8805 ns, Max = 751.9083 ns
IQR = 19.3504 ns, LowerFence = 659.5046 ns, UpperFence = 736.9061 ns
ConfidenceInterval = [681.8567 ns; 723.2014 ns] (CI 99.9%), Margin = 20.6723 ns (2.94% of Mean)
Skewness = 1.08, Kurtosis = 3.22, MValue = 2

// **************************
// Benchmark: DictionaryPerf.SerializeDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\repos\corefx\artifacts\bin\runtime\9f02e737-4657-4516-a212-5d3e6b9c90d3\CoreRun.exe "63adafb0-baa2-447d-a36d-1fee4f1cc4bd.dll" --benchmarkName "SerializerDictSupport.DictionaryPerf.SerializeDict" --job "Runtime=Core, Toolchain=CoreRun" --benchmarkId 3 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd\bin\Release\netcoreapp3.0\publish
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Job-DPDPDY(Runtime=Core)

OverheadJitting  1: 1 op, 397200.00 ns, 397.2000 us/op
WorkloadJitting  1: 1 op, 19738200.00 ns, 19.7382 ms/op

OverheadJitting  2: 16 op, 933500.00 ns, 58.3438 us/op
WorkloadJitting  2: 16 op, 828900.00 ns, 51.8062 us/op

WorkloadPilot    1: 16 op, 70800.00 ns, 4.4250 us/op
WorkloadPilot    2: 32 op, 48100.00 ns, 1.5031 us/op
WorkloadPilot    3: 64 op, 97200.00 ns, 1.5188 us/op
WorkloadPilot    4: 128 op, 170900.00 ns, 1.3352 us/op
WorkloadPilot    5: 256 op, 324900.00 ns, 1.2691 us/op
WorkloadPilot    6: 512 op, 638200.00 ns, 1.2465 us/op
WorkloadPilot    7: 1024 op, 1379000.00 ns, 1.3467 us/op
WorkloadPilot    8: 2048 op, 2607000.00 ns, 1.2729 us/op
WorkloadPilot    9: 4096 op, 5717000.00 ns, 1.3958 us/op
WorkloadPilot   10: 8192 op, 10376600.00 ns, 1.2667 us/op
WorkloadPilot   11: 16384 op, 21084100.00 ns, 1.2869 us/op
WorkloadPilot   12: 32768 op, 39962600.00 ns, 1.2196 us/op
WorkloadPilot   13: 65536 op, 77780300.00 ns, 1.1868 us/op
WorkloadPilot   14: 131072 op, 94162700.00 ns, 718.4044 ns/op
WorkloadPilot   15: 262144 op, 176687000.00 ns, 674.0074 ns/op
WorkloadPilot   16: 524288 op, 298634000.00 ns, 569.5992 ns/op
WorkloadPilot   17: 1048576 op, 598799900.00 ns, 571.0601 ns/op

OverheadWarmup   1: 1048576 op, 3875200.00 ns, 3.6957 ns/op
OverheadWarmup   2: 1048576 op, 3675900.00 ns, 3.5056 ns/op
OverheadWarmup   3: 1048576 op, 3670800.00 ns, 3.5007 ns/op
OverheadWarmup   4: 1048576 op, 3736000.00 ns, 3.5629 ns/op
OverheadWarmup   5: 1048576 op, 3749800.00 ns, 3.5761 ns/op
OverheadWarmup   6: 1048576 op, 3760900.00 ns, 3.5867 ns/op
OverheadWarmup   7: 1048576 op, 3684000.00 ns, 3.5133 ns/op
OverheadWarmup   8: 1048576 op, 3737300.00 ns, 3.5642 ns/op
OverheadWarmup   9: 1048576 op, 3783100.00 ns, 3.6078 ns/op
OverheadWarmup  10: 1048576 op, 3878400.00 ns, 3.6987 ns/op

OverheadActual   1: 1048576 op, 3731000.00 ns, 3.5582 ns/op
OverheadActual   2: 1048576 op, 3643400.00 ns, 3.4746 ns/op
OverheadActual   3: 1048576 op, 3628100.00 ns, 3.4600 ns/op
OverheadActual   4: 1048576 op, 3644200.00 ns, 3.4754 ns/op
OverheadActual   5: 1048576 op, 3704900.00 ns, 3.5333 ns/op
OverheadActual   6: 1048576 op, 3708700.00 ns, 3.5369 ns/op
OverheadActual   7: 1048576 op, 3752500.00 ns, 3.5787 ns/op
OverheadActual   8: 1048576 op, 3727600.00 ns, 3.5549 ns/op
OverheadActual   9: 1048576 op, 3692600.00 ns, 3.5215 ns/op
OverheadActual  10: 1048576 op, 3725200.00 ns, 3.5526 ns/op
OverheadActual  11: 1048576 op, 3908600.00 ns, 3.7275 ns/op
OverheadActual  12: 1048576 op, 3695900.00 ns, 3.5247 ns/op
OverheadActual  13: 1048576 op, 3773800.00 ns, 3.5990 ns/op
OverheadActual  14: 1048576 op, 3774000.00 ns, 3.5992 ns/op
OverheadActual  15: 1048576 op, 3681400.00 ns, 3.5109 ns/op

WorkloadWarmup   1: 1048576 op, 608737300.00 ns, 580.5371 ns/op
WorkloadWarmup   2: 1048576 op, 606620300.00 ns, 578.5182 ns/op
WorkloadWarmup   3: 1048576 op, 606074300.00 ns, 577.9975 ns/op
WorkloadWarmup   4: 1048576 op, 605501800.00 ns, 577.4515 ns/op
WorkloadWarmup   5: 1048576 op, 627657700.00 ns, 598.5810 ns/op
WorkloadWarmup   6: 1048576 op, 619482200.00 ns, 590.7843 ns/op
WorkloadWarmup   7: 1048576 op, 615382000.00 ns, 586.8740 ns/op
WorkloadWarmup   8: 1048576 op, 657318400.00 ns, 626.8677 ns/op
WorkloadWarmup   9: 1048576 op, 689068700.00 ns, 657.1471 ns/op
WorkloadWarmup  10: 1048576 op, 838140500.00 ns, 799.3131 ns/op
WorkloadWarmup  11: 1048576 op, 668555900.00 ns, 637.5846 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 633748400.00 ns, 604.3896 ns/op
WorkloadActual   2: 1048576 op, 625369700.00 ns, 596.3990 ns/op
WorkloadActual   3: 1048576 op, 620568200.00 ns, 591.8200 ns/op
WorkloadActual   4: 1048576 op, 620571100.00 ns, 591.8227 ns/op
WorkloadActual   5: 1048576 op, 625887300.00 ns, 596.8926 ns/op
WorkloadActual   6: 1048576 op, 614561600.00 ns, 586.0916 ns/op
WorkloadActual   7: 1048576 op, 607488400.00 ns, 579.3461 ns/op
WorkloadActual   8: 1048576 op, 606956300.00 ns, 578.8386 ns/op
WorkloadActual   9: 1048576 op, 647395700.00 ns, 617.4047 ns/op
WorkloadActual  10: 1048576 op, 715264400.00 ns, 682.1293 ns/op
WorkloadActual  11: 1048576 op, 744804700.00 ns, 710.3011 ns/op
WorkloadActual  12: 1048576 op, 622869800.00 ns, 594.0149 ns/op
WorkloadActual  13: 1048576 op, 629573300.00 ns, 600.4079 ns/op
WorkloadActual  14: 1048576 op, 653174100.00 ns, 622.9154 ns/op
WorkloadActual  15: 1048576 op, 640479000.00 ns, 610.8084 ns/op
WorkloadActual  16: 1048576 op, 700451400.00 ns, 668.0025 ns/op
WorkloadActual  17: 1048576 op, 668510600.00 ns, 637.5414 ns/op
WorkloadActual  18: 1048576 op, 644041100.00 ns, 614.2055 ns/op
WorkloadActual  19: 1048576 op, 752118000.00 ns, 717.2756 ns/op
WorkloadActual  20: 1048576 op, 615134400.00 ns, 586.6379 ns/op
WorkloadActual  21: 1048576 op, 630768400.00 ns, 601.5476 ns/op
WorkloadActual  22: 1048576 op, 762113400.00 ns, 726.8080 ns/op
WorkloadActual  23: 1048576 op, 652629100.00 ns, 622.3956 ns/op
WorkloadActual  24: 1048576 op, 885008300.00 ns, 844.0097 ns/op
WorkloadActual  25: 1048576 op, 647369800.00 ns, 617.3800 ns/op
WorkloadActual  26: 1048576 op, 718427800.00 ns, 685.1461 ns/op
WorkloadActual  27: 1048576 op, 604277900.00 ns, 576.2843 ns/op
WorkloadActual  28: 1048576 op, 607045900.00 ns, 578.9241 ns/op
WorkloadActual  29: 1048576 op, 622327800.00 ns, 593.4980 ns/op
WorkloadActual  30: 1048576 op, 614854500.00 ns, 586.3709 ns/op
WorkloadActual  31: 1048576 op, 604815700.00 ns, 576.7972 ns/op
WorkloadActual  32: 1048576 op, 622389100.00 ns, 593.5565 ns/op
WorkloadActual  33: 1048576 op, 618709600.00 ns, 590.0475 ns/op
WorkloadActual  34: 1048576 op, 617918500.00 ns, 589.2930 ns/op
WorkloadActual  35: 1048576 op, 755041100.00 ns, 720.0633 ns/op
WorkloadActual  36: 1048576 op, 669321600.00 ns, 638.3148 ns/op
WorkloadActual  37: 1048576 op, 761771800.00 ns, 726.4822 ns/op
WorkloadActual  38: 1048576 op, 642001000.00 ns, 612.2599 ns/op
WorkloadActual  39: 1048576 op, 620915000.00 ns, 592.1507 ns/op
WorkloadActual  40: 1048576 op, 741699900.00 ns, 707.3401 ns/op
WorkloadActual  41: 1048576 op, 779940800.00 ns, 743.8095 ns/op
WorkloadActual  42: 1048576 op, 753778500.00 ns, 718.8592 ns/op
WorkloadActual  43: 1048576 op, 734955500.00 ns, 700.9082 ns/op
WorkloadActual  44: 1048576 op, 656184700.00 ns, 625.7865 ns/op
WorkloadActual  45: 1048576 op, 702205600.00 ns, 669.6754 ns/op
WorkloadActual  46: 1048576 op, 792058300.00 ns, 755.3657 ns/op
WorkloadActual  47: 1048576 op, 693350700.00 ns, 661.2308 ns/op
WorkloadActual  48: 1048576 op, 750538700.00 ns, 715.7695 ns/op
WorkloadActual  49: 1048576 op, 661088500.00 ns, 630.4631 ns/op
WorkloadActual  50: 1048576 op, 641694600.00 ns, 611.9677 ns/op
WorkloadActual  51: 1048576 op, 652477700.00 ns, 622.2512 ns/op
WorkloadActual  52: 1048576 op, 684443700.00 ns, 652.7364 ns/op
WorkloadActual  53: 1048576 op, 637546400.00 ns, 608.0116 ns/op
WorkloadActual  54: 1048576 op, 645827500.00 ns, 615.9091 ns/op
WorkloadActual  55: 1048576 op, 627823600.00 ns, 598.7392 ns/op
WorkloadActual  56: 1048576 op, 627064100.00 ns, 598.0149 ns/op
WorkloadActual  57: 1048576 op, 626948500.00 ns, 597.9047 ns/op
WorkloadActual  58: 1048576 op, 625550100.00 ns, 596.5711 ns/op
WorkloadActual  59: 1048576 op, 610829600.00 ns, 582.5325 ns/op
WorkloadActual  60: 1048576 op, 641650500.00 ns, 611.9256 ns/op
WorkloadActual  61: 1048576 op, 746749300.00 ns, 712.1556 ns/op
WorkloadActual  62: 1048576 op, 871071600.00 ns, 830.7186 ns/op
WorkloadActual  63: 1048576 op, 872764500.00 ns, 832.3331 ns/op
WorkloadActual  64: 1048576 op, 990148600.00 ns, 944.2793 ns/op
WorkloadActual  65: 1048576 op, 912570400.00 ns, 870.2950 ns/op
WorkloadActual  66: 1048576 op, 759299500.00 ns, 724.1244 ns/op
WorkloadActual  67: 1048576 op, 780216600.00 ns, 744.0725 ns/op
WorkloadActual  68: 1048576 op, 667973500.00 ns, 637.0292 ns/op
WorkloadActual  69: 1048576 op, 638044100.00 ns, 608.4863 ns/op
WorkloadActual  70: 1048576 op, 770461900.00 ns, 734.7697 ns/op
WorkloadActual  71: 1048576 op, 878780900.00 ns, 838.0708 ns/op
WorkloadActual  72: 1048576 op, 709609500.00 ns, 676.7364 ns/op
WorkloadActual  73: 1048576 op, 653080600.00 ns, 622.8262 ns/op
WorkloadActual  74: 1048576 op, 631715400.00 ns, 602.4508 ns/op
WorkloadActual  75: 1048576 op, 617402900.00 ns, 588.8013 ns/op
WorkloadActual  76: 1048576 op, 615185800.00 ns, 586.6869 ns/op
WorkloadActual  77: 1048576 op, 602703200.00 ns, 574.7826 ns/op
WorkloadActual  78: 1048576 op, 614785900.00 ns, 586.3055 ns/op
WorkloadActual  79: 1048576 op, 613570000.00 ns, 585.1460 ns/op
WorkloadActual  80: 1048576 op, 611367700.00 ns, 583.0457 ns/op
WorkloadActual  81: 1048576 op, 636107300.00 ns, 606.6392 ns/op
WorkloadActual  82: 1048576 op, 609405100.00 ns, 581.1740 ns/op
WorkloadActual  83: 1048576 op, 632915800.00 ns, 603.5955 ns/op
WorkloadActual  84: 1048576 op, 625615200.00 ns, 596.6331 ns/op
WorkloadActual  85: 1048576 op, 609940200.00 ns, 581.6843 ns/op
WorkloadActual  86: 1048576 op, 617019100.00 ns, 588.4353 ns/op
WorkloadActual  87: 1048576 op, 610932900.00 ns, 582.6310 ns/op
WorkloadActual  88: 1048576 op, 616356000.00 ns, 587.8029 ns/op
WorkloadActual  89: 1048576 op, 635147900.00 ns, 605.7242 ns/op
WorkloadActual  90: 1048576 op, 793737700.00 ns, 756.9673 ns/op
WorkloadActual  91: 1048576 op, 666274100.00 ns, 635.4085 ns/op
WorkloadActual  92: 1048576 op, 634524700.00 ns, 605.1299 ns/op
WorkloadActual  93: 1048576 op, 645189400.00 ns, 615.3006 ns/op
WorkloadActual  94: 1048576 op, 657216000.00 ns, 626.7700 ns/op
WorkloadActual  95: 1048576 op, 656191300.00 ns, 625.7928 ns/op
WorkloadActual  96: 1048576 op, 641521000.00 ns, 611.8021 ns/op
WorkloadActual  97: 1048576 op, 620711800.00 ns, 591.9569 ns/op
WorkloadActual  98: 1048576 op, 623884800.00 ns, 594.9829 ns/op
WorkloadActual  99: 1048576 op, 623381400.00 ns, 594.5028 ns/op
WorkloadActual  100: 1048576 op, 625156500.00 ns, 596.1957 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 630039700.00 ns, 600.8527 ns/op
WorkloadResult   2: 1048576 op, 621661000.00 ns, 592.8621 ns/op
WorkloadResult   3: 1048576 op, 616859500.00 ns, 588.2831 ns/op
WorkloadResult   4: 1048576 op, 616862400.00 ns, 588.2858 ns/op
WorkloadResult   5: 1048576 op, 622178600.00 ns, 593.3558 ns/op
WorkloadResult   6: 1048576 op, 610852900.00 ns, 582.5547 ns/op
WorkloadResult   7: 1048576 op, 603779700.00 ns, 575.8092 ns/op
WorkloadResult   8: 1048576 op, 603247600.00 ns, 575.3017 ns/op
WorkloadResult   9: 1048576 op, 643687000.00 ns, 613.8678 ns/op
WorkloadResult  10: 1048576 op, 711555700.00 ns, 678.5924 ns/op
WorkloadResult  11: 1048576 op, 741096000.00 ns, 706.7642 ns/op
WorkloadResult  12: 1048576 op, 619161100.00 ns, 590.4780 ns/op
WorkloadResult  13: 1048576 op, 625864600.00 ns, 596.8710 ns/op
WorkloadResult  14: 1048576 op, 649465400.00 ns, 619.3785 ns/op
WorkloadResult  15: 1048576 op, 636770300.00 ns, 607.2715 ns/op
WorkloadResult  16: 1048576 op, 696742700.00 ns, 664.4656 ns/op
WorkloadResult  17: 1048576 op, 664801900.00 ns, 634.0045 ns/op
WorkloadResult  18: 1048576 op, 640332400.00 ns, 610.6686 ns/op
WorkloadResult  19: 1048576 op, 748409300.00 ns, 713.7387 ns/op
WorkloadResult  20: 1048576 op, 611425700.00 ns, 583.1010 ns/op
WorkloadResult  21: 1048576 op, 627059700.00 ns, 598.0107 ns/op
WorkloadResult  22: 1048576 op, 758404700.00 ns, 723.2711 ns/op
WorkloadResult  23: 1048576 op, 648920400.00 ns, 618.8587 ns/op
WorkloadResult  24: 1048576 op, 643661100.00 ns, 613.8431 ns/op
WorkloadResult  25: 1048576 op, 714719100.00 ns, 681.6092 ns/op
WorkloadResult  26: 1048576 op, 600569200.00 ns, 572.7474 ns/op
WorkloadResult  27: 1048576 op, 603337200.00 ns, 575.3872 ns/op
WorkloadResult  28: 1048576 op, 618619100.00 ns, 589.9611 ns/op
WorkloadResult  29: 1048576 op, 611145800.00 ns, 582.8341 ns/op
WorkloadResult  30: 1048576 op, 601107000.00 ns, 573.2603 ns/op
WorkloadResult  31: 1048576 op, 618680400.00 ns, 590.0196 ns/op
WorkloadResult  32: 1048576 op, 615000900.00 ns, 586.5106 ns/op
WorkloadResult  33: 1048576 op, 614209800.00 ns, 585.7561 ns/op
WorkloadResult  34: 1048576 op, 751332400.00 ns, 716.5264 ns/op
WorkloadResult  35: 1048576 op, 665612900.00 ns, 634.7779 ns/op
WorkloadResult  36: 1048576 op, 758063100.00 ns, 722.9453 ns/op
WorkloadResult  37: 1048576 op, 638292300.00 ns, 608.7230 ns/op
WorkloadResult  38: 1048576 op, 617206300.00 ns, 588.6138 ns/op
WorkloadResult  39: 1048576 op, 737991200.00 ns, 703.8033 ns/op
WorkloadResult  40: 1048576 op, 776232100.00 ns, 740.2726 ns/op
WorkloadResult  41: 1048576 op, 750069800.00 ns, 715.3223 ns/op
WorkloadResult  42: 1048576 op, 731246800.00 ns, 697.3713 ns/op
WorkloadResult  43: 1048576 op, 652476000.00 ns, 622.2496 ns/op
WorkloadResult  44: 1048576 op, 698496900.00 ns, 666.1386 ns/op
WorkloadResult  45: 1048576 op, 788349600.00 ns, 751.8288 ns/op
WorkloadResult  46: 1048576 op, 689642000.00 ns, 657.6939 ns/op
WorkloadResult  47: 1048576 op, 746830000.00 ns, 712.2326 ns/op
WorkloadResult  48: 1048576 op, 657379800.00 ns, 626.9262 ns/op
WorkloadResult  49: 1048576 op, 637985900.00 ns, 608.4308 ns/op
WorkloadResult  50: 1048576 op, 648769000.00 ns, 618.7143 ns/op
WorkloadResult  51: 1048576 op, 680735000.00 ns, 649.1995 ns/op
WorkloadResult  52: 1048576 op, 633837700.00 ns, 604.4747 ns/op
WorkloadResult  53: 1048576 op, 642118800.00 ns, 612.3722 ns/op
WorkloadResult  54: 1048576 op, 624114900.00 ns, 595.2024 ns/op
WorkloadResult  55: 1048576 op, 623355400.00 ns, 594.4780 ns/op
WorkloadResult  56: 1048576 op, 623239800.00 ns, 594.3678 ns/op
WorkloadResult  57: 1048576 op, 621841400.00 ns, 593.0342 ns/op
WorkloadResult  58: 1048576 op, 607120900.00 ns, 578.9956 ns/op
WorkloadResult  59: 1048576 op, 637941800.00 ns, 608.3887 ns/op
WorkloadResult  60: 1048576 op, 743040600.00 ns, 708.6187 ns/op
WorkloadResult  61: 1048576 op, 755590800.00 ns, 720.5875 ns/op
WorkloadResult  62: 1048576 op, 776507900.00 ns, 740.5356 ns/op
WorkloadResult  63: 1048576 op, 664264800.00 ns, 633.4923 ns/op
WorkloadResult  64: 1048576 op, 634335400.00 ns, 604.9494 ns/op
WorkloadResult  65: 1048576 op, 766753200.00 ns, 731.2328 ns/op
WorkloadResult  66: 1048576 op, 705900800.00 ns, 673.1995 ns/op
WorkloadResult  67: 1048576 op, 649371900.00 ns, 619.2893 ns/op
WorkloadResult  68: 1048576 op, 628006700.00 ns, 598.9139 ns/op
WorkloadResult  69: 1048576 op, 613694200.00 ns, 585.2644 ns/op
WorkloadResult  70: 1048576 op, 611477100.00 ns, 583.1500 ns/op
WorkloadResult  71: 1048576 op, 598994500.00 ns, 571.2457 ns/op
WorkloadResult  72: 1048576 op, 611077200.00 ns, 582.7686 ns/op
WorkloadResult  73: 1048576 op, 609861300.00 ns, 581.6091 ns/op
WorkloadResult  74: 1048576 op, 607659000.00 ns, 579.5088 ns/op
WorkloadResult  75: 1048576 op, 632398600.00 ns, 603.1023 ns/op
WorkloadResult  76: 1048576 op, 605696400.00 ns, 577.6371 ns/op
WorkloadResult  77: 1048576 op, 629207100.00 ns, 600.0587 ns/op
WorkloadResult  78: 1048576 op, 621906500.00 ns, 593.0963 ns/op
WorkloadResult  79: 1048576 op, 606231500.00 ns, 578.1474 ns/op
WorkloadResult  80: 1048576 op, 613310400.00 ns, 584.8984 ns/op
WorkloadResult  81: 1048576 op, 607224200.00 ns, 579.0941 ns/op
WorkloadResult  82: 1048576 op, 612647300.00 ns, 584.2660 ns/op
WorkloadResult  83: 1048576 op, 631439200.00 ns, 602.1873 ns/op
WorkloadResult  84: 1048576 op, 790029000.00 ns, 753.4304 ns/op
WorkloadResult  85: 1048576 op, 662565400.00 ns, 631.8716 ns/op
WorkloadResult  86: 1048576 op, 630816000.00 ns, 601.5930 ns/op
WorkloadResult  87: 1048576 op, 641480700.00 ns, 611.7637 ns/op
WorkloadResult  88: 1048576 op, 653507300.00 ns, 623.2331 ns/op
WorkloadResult  89: 1048576 op, 652482600.00 ns, 622.2559 ns/op
WorkloadResult  90: 1048576 op, 637812300.00 ns, 608.2652 ns/op
WorkloadResult  91: 1048576 op, 617003100.00 ns, 588.4200 ns/op
WorkloadResult  92: 1048576 op, 620176100.00 ns, 591.4460 ns/op
WorkloadResult  93: 1048576 op, 619672700.00 ns, 590.9659 ns/op
WorkloadResult  94: 1048576 op, 621447800.00 ns, 592.6588 ns/op
GC:  82 0 0 343932928 1048576

// AfterAll

Mean = 624.0895 ns, StdErr = 5.2599 ns (0.84%); N = 94, StdDev = 50.9962 ns
Min = 571.2457 ns, Q1 = 588.2858 ns, Median = 603.7885 ns, Q3 = 634.7779 ns, Max = 753.4304 ns
IQR = 46.4921 ns, LowerFence = 518.5477 ns, UpperFence = 704.5161 ns
ConfidenceInterval = [606.2153 ns; 641.9638 ns] (CI 99.9%), Margin = 17.8742 ns (2.86% of Mean)
Skewness = 1.16, Kurtosis = 2.99, MValue = 2.3

// **************************
// Benchmark: DictionaryPerf.SerializeIDict: Job-MPWNJU(Runtime=Core, Toolchain=CoreRun)
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\repos\corefx\artifacts\bin\runtime\9f02e737-4657-4516-a212-5d3e6b9c90d3\CoreRun.exe "63adafb0-baa2-447d-a36d-1fee4f1cc4bd.dll" --benchmarkName "SerializerDictSupport.DictionaryPerf.SerializeIDict" --job "Runtime=Core, Toolchain=CoreRun" --benchmarkId 4 in D:\benchmarks\SerializerDictSupport\bin\Release\netcoreapp3.0\63adafb0-baa2-447d-a36d-1fee4f1cc4bd\bin\Release\netcoreapp3.0\publish
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core ? (CoreCLR 3.0.19.27171, CoreFX 4.700.19.27801), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Job-GYVBAE(Runtime=Core)

OverheadJitting  1: 1 op, 328200.00 ns, 328.2000 us/op
WorkloadJitting  1: 1 op, 18852400.00 ns, 18.8524 ms/op

OverheadJitting  2: 16 op, 594400.00 ns, 37.1500 us/op
WorkloadJitting  2: 16 op, 719000.00 ns, 44.9375 us/op

WorkloadPilot    1: 16 op, 26300.00 ns, 1.6438 us/op
WorkloadPilot    2: 32 op, 60400.00 ns, 1.8875 us/op
WorkloadPilot    3: 64 op, 82300.00 ns, 1.2859 us/op
WorkloadPilot    4: 128 op, 156200.00 ns, 1.2203 us/op
WorkloadPilot    5: 256 op, 333400.00 ns, 1.3023 us/op
WorkloadPilot    6: 512 op, 623200.00 ns, 1.2172 us/op
WorkloadPilot    7: 1024 op, 1479500.00 ns, 1.4448 us/op
WorkloadPilot    8: 2048 op, 2591100.00 ns, 1.2652 us/op
